BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,SALE PRICE,Id
3,COBBLE HILL,09 COOPS - WALKUP APARTMENTS               ,2C,321,43, ,C6,"12 CHEEVER PLACE, 2", ,11231,0,0,0,0,0,1920,1100000,33547
4,LAURELTON,02 TWO FAMILY DWELLINGS                    ,1,13155,43, ,B3,134-18 229TH, ,11413,2,0,2,2542,1368,1930,1,65810
4,SO. JAMAICA-BAISLEY PARK,02 TWO FAMILY DWELLINGS                    ,1,12027,63, ,B3,119-28 147TH STREET, ,11436,2,0,2,2500,1568,1925,465000,72124
3,BROWNSVILLE,02 TWO FAMILY DWELLINGS                    ,1,3612,8, ,S2,931 THOMAS S BOYLAND STR, ,11212,2,1,3,1200,3240,1930,650000,31181
1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1444,1003, ,R9,"301 EAST 69TH STREET, 6F", ,10021,0,0,0, -  , -  ,1963,899000,13280
3,BROWNSVILLE,01 ONE FAMILY DWELLINGS                    ,1,3811,11, ,A5,663 MOTHER GASTON BLVD, ,11212,1,0,1,1800,1116,1985,181000,31109
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS                    ,1,8914,284, ,A5,2840 GERRITSEN AVENUE, ,11229,1,0,1,1440,1216,1955,439000,39644
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8302,8, ,B1,9911 SEAVIEW AVENUE, ,11236,2,0,2,1600,2376,2005,600000,32677
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6828,20, ,A1,158-23 78TH   AVENUE, ,11366,1,0,1,2000,1302,1930,685000,59300
3,PARK SLOPE,12 CONDOS - WALKUP APARTMENTS              ,2,1097,1017, ,R2,634 11TH   STREET,17,11215,1,0,1,0,0,1900,962000,44858
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,6021,204, ,A5,252 CARLYLE GREEN, ,10312,1,0,1,2000,960,1987,385000,76482
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6366,46, ,S2,1718 86TH   STREET, ,11214,2,1,3,1251,2565,1916,4680000,25395
1,FLATIRON,17 CONDO COOPS                             ,2,842,1002, ,R9,69 5TH AVE, ,10003,0,0,0, -  , -  ,1961,2452800,3012
3,PROSPECT HEIGHTS,13 CONDOS - ELEVATOR APARTMENTS            ,2,1129,1098, ,R4,550 VANDERBILT AVENUE,512,11238,1,0,1,0,0,2015,590000,45542
1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1253,1181, ,R4,222 RIVERSIDE DRIVE,9E,10025,1,0,1, -  , -  ,0,1100000,17433
2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,5726,673, ,D4,"2750 JOHNSON AVENUE, 4B", ,10463,0,0,0,0,0,1964,350000,22852
4,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS            ,2,5066,1727, ,R4,131-05 40TH   ROAD,9P,11354,1,0,1, -  , -  ,2015,769530,58296
3,FLATBUSH-CENTRAL,10 COOPS - ELEVATOR APARTMENTS             ,2,5218,26, ,D4,"1825 FOSTER AVENUE, 4C", ,11230,0,0,0,0,0,1931,565000,37584
3,CLINTON HILL,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,2019,1302, ,R1,94 LEFFERTS PLACE,2,11238,1,0,1,0,0,2014,1017231,33469
4,OZONE PARK,02 TWO FAMILY DWELLINGS                    ,1,9004,39, ,B2,95-17 77TH STREET, ,11416,2,0,2,2142,1592,1915,385000,68229
3,GREENPOINT,43 CONDO OFFICE BUILDINGS                  ,4,2629,1064, ,RB,231 NORMAN AVENUE,508,11222,0,0,1,0,0,0,525000,41051
3,OLD MILL BASIN,09 COOPS - WALKUP APARTMENTS               ,2,8514,38, ,C6,"5312 FILLMORE AVENUE, 7C", ,11234,0,0,0,0,0,1955,170000,44357
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5374,17, ,D4,"360 OCEAN PARKWAY, #3F", ,11218,0,0,0,0,0,1941,150000,43546
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,4276,1, ,B2,1483 BLAKE AVENUE, ,11208,2,0,2,3907,2420,1930,650000,36646
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1428, ,R4,15 WILLIAM STREET,9A,10005,1,0,1, -  , -  ,2005,1600000,2304
4,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS            ,2,5066,1856, ,R4,131-05 40TH   ROAD,18L,11354,1,0,1, -  , -  ,2015,770548,58417
4,HOWARD BEACH,10 COOPS - ELEVATOR APARTMENTS             ,2,11431,15, ,D4,"85-10 151ST AVENUE, 1N", ,11414,0,0,0, -  , -  ,1966,76000,63390
5,WEST NEW BRIGHTON,02 TWO FAMILY DWELLINGS                    ,1,236,63, ,B2,34 GREENLEAF AVENUE, ,10310,2,0,2,4800,1536,1901,275000,83832
2,SOUNDVIEW,02 TWO FAMILY DWELLINGS                    ,1,3776,12, ,B1,1214 MANOR AVE, ,10472,2,0,2,2000,1392,1920,510000,23787
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS                  ,1,2437,9, ,C0,1050 MORRIS AVENUE, ,10456,3,0,3,1848,3354,1920,680000,20826
1,KIPS BAY,13 CONDOS - ELEVATOR APARTMENTS            ,2,928,1619, ,R4,385 1 AVENUE,4D,10010,1,0,1, -  , -  ,2002,994168,6398
3,BROWNSVILLE,02 TWO FAMILY DWELLINGS                    ,1,3531,345, ,B1,2130 UNION STREET, ,11212,2,0,2,1375,1950,2004,534900,31144
3,MIDWOOD,02 TWO FAMILY DWELLINGS                    ,1,6745,22, ,B3,1344 EAST 17TH STREET, ,11230,2,0,2,3960,1428,1910,850000,42367
5,PORT IVORY,01 ONE FAMILY DWELLINGS                    ,1,1318,107, ,A5,32 HOLLAND AVENUE, ,10303,1,0,1,3150,1260,2001,330000,81538
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5644,1008, ,R1,844 50TH   STREET,5B,11220,1,0,1,0,0,2002,610000,30028
1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1448,17, ,D4,"345 EAST 73RD STREET, 2F", ,10021,0,0,0, -  , -  ,1961,672045,12523
4,BAYSIDE,01 ONE FAMILY DWELLINGS                    ,1,7506,47, ,A2,50-57 HORATIO PARKWAY, ,11364,1,0,1,5000,1424,1955,920000,51240
3,COBBLE HILL,44 CONDO PARKING                           ,4,286,1225, ,RG,185 PACIFIC STREET,333,11201,0,0,1,0,0,1957,168066,33631
3,SUNSET PARK,02 TWO FAMILY DWELLINGS                    ,1,839,12, ,B9,422 56TH   STREET, ,11220,2,0,2,2003,3000,1899,1203000,47070
5,SUNNYSIDE,38 ASYLUMS AND HOMES                       ,4,680,20, ,N2,20 BRISTOL AVENUE, ,10301,1,0,1,58375,25375,2012,499900,83133
5,NEW SPRINGVILLE,01 ONE FAMILY DWELLINGS                    ,1,2452,76, ,A5,39 GALVASTON LOOP, ,10314,1,0,1,1680,2160,1997,622500,80895
3,MIDWOOD,02 TWO FAMILY DWELLINGS                    ,1,6717,29, ,B1,1048 EAST 16TH STREET, ,11230,2,0,2,1473,1848,1945,690000,42356
3,CONEY ISLAND,10 COOPS - ELEVATOR APARTMENTS             ,2,7273,50, ,D4,"2942 WEST 5TH STREET, 3J", ,11224,0,0,0,0,0,1964,350000,33828
1,MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1339,1150, ,R4,50 UNITED NATIONS PLAZA,19A,10017,1,0,1, -  , -  ,2008,5651287,8426
1,MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1330,1136, ,R4,252 EAST 57TH   STREET,44D,10022,1,0,1, -  , -  ,2014,3795981,8373
4,WOODSIDE,07 RENTALS - WALKUP APARTMENTS             ,2A,1299,52, ,C3,40-44 68TH   STREET, ,11377,4,0,4,2000,5156,2007,980000,75858
4,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,2A,3448,29, ,C2,1684 GATES AVENUE, ,11385,6,0,6,2742,5610,1930,1500000,70973
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS                    ,1,10265,141, ,B3,109-46 174TH   STREET, ,11433,2,0,2,4130,1231,1915,529000,72652
3,BAY RIDGE,10 COOPS - ELEVATOR APARTMENTS             ,2,5906,18, ,D4,"191 73RD STREET, 261", ,11209,0,0,0,0,0,1932,175000,26207
4,FLUSHING-SOUTH,09 COOPS - WALKUP APARTMENTS               ,2,6484,2, ,C6,68-10 140TH STREET, ,11367,0,0,0, -  , -  ,1950,205000,59663
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,875,19, ,D4,"81 IRVING PLACE, 11D", ,10003,0,0,0, -  , -  ,1930,999999,3138
5,MIDLAND BEACH,02 TWO FAMILY DWELLINGS                    ,1,3888,23, ,B1,1184 OLYMPIA BOULEVARD, ,10306,2,0,2,4465,2288,1965,600000,80034
3,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,1414,17, ,B1,1634 CARROLL STREET, ,11213,2,0,2,3194,2528,1925,995000,34300
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,1,4640,35, ,A5,42 STONECREST COURT, ,10308,1,0,1,2660,944,1991,306000,78402
4,BAYSIDE,13 CONDOS - ELEVATOR APARTMENTS            ,2,6300,1022, ,R4,43-12 214TH PLACE,5C,11361,1,0,1, -  , -  ,2013,661862,51949
3,PARK SLOPE,09 COOPS - WALKUP APARTMENTS               ,2C,1068,53, ,C6,"849 CARROLL STREET, 1", ,11215,0,0,0,0,0,1920,1410000,44709
5,NEW BRIGHTON,02 TWO FAMILY DWELLINGS                    ,1,37,40, ,B2,374 WESTERVELT AVENUE, ,10301,2,0,2,3185,2180,2016,712775,80175
1,MURRAY HILL,10 COOPS - ELEVATOR APARTMENTS             ,2,893,2, ,D4,"55 PARK AVENUE, 4W", ,10016,0,0,0, -  , -  ,1923,836400,10061
5,NEW SPRINGVILLE,01 ONE FAMILY DWELLINGS                    ,1,2386,29, ,A5,259 MERRYMOUNT STREET, ,10314,1,0,1,2470,2248,1982,380000,80829
4,ROSEDALE,02 TWO FAMILY DWELLINGS                    ,1,13567,59, ,B3,14529 243RD STREET, ,11422,2,0,2,5000,1094,1950,414119,71524
5,NEW SPRINGVILLE,02 TWO FAMILY DWELLINGS                    ,1,2381,53, ,B2,758 KLONDIKE AVENUE, ,10314,2,0,2,4515,2600,1970,799000,80953
4,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS            ,2,5024,1132, ,R4,144-90 38TH   AVENUE,PH-E,11354,1,0,1, -  , -  ,1984,560000,58136
5,ROSSVILLE,04 TAX CLASS 1 CONDOS                      ,1A,7038,1012, ,R3,828 ROSSVILLE AVENUE, ,10309,1,0,1, -  , -  ,1983,10,82446
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8241,42, ,B2,9516 AVENUE K, ,11236,2,0,2,2373,1368,1920,330000,32600
3,SHEEPSHEAD BAY,02 TWO FAMILY DWELLINGS                    ,1,7379,66, ,B3,2255 EAST 18TH STREET, ,11229,2,0,2,3200,2680,1935,1350000,46002
4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6404,21, ,A5,141-13 59TH   AVENUE, ,11355,1,0,1,1948,1520,1935,960000,56691
1,MURRAY HILL,10 COOPS - ELEVATOR APARTMENTS             ,2,909,45, ,D4,"218 EAST 29TH STREET, 7", ,10016,0,0,0, -  , -  ,1984,1155000,10116
1,HARLEM-EAST,12 CONDOS - WALKUP APARTMENTS              ,2,1788,1115, ,R2,206 EAST 124 STREET,5B,10035,1,0,1, -  , -  ,1900,497900,5828
3,OCEAN PARKWAY-SOUTH,03 THREE FAMILY DWELLINGS                  ,1,7176,69, ,C0,2323 WEST STREET, ,11223,3,0,3,2000,2952,1940,980000,43981
4,JAMAICA HILLS,02 TWO FAMILY DWELLINGS                    ,1,9752,8, ,B3,150-02 HOOVER AVENUE, ,11432,2,0,2,2600,1962,1935,620000,65077
1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1391,29, ,D4,"55 EAST 76 STREET, 1C", ,10021,0,0,0, -  , -  ,1920,815000,11966
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,4165,5, ,B2,369 EUCLID AVENUE, ,11208,2,0,2,1820,1408,1920,407300,36546
4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15770,48, ,B2,407 FERNSIDE PLACE, ,11691,2,0,2,4548,2904,1960,113915,55615
3,FLATLANDS,01 ONE FAMILY DWELLINGS                    ,1,7795,30, ,A1,1853 SCHENECTADY AVENUE, ,11234,1,0,1,2500,1414,1925,535000,39162
2,HUNTS POINT,27 FACTORIES                               ,4,2764,38, ,F4,700 WHITTIER STREET, ,10474,0,1,1,4811,4811,1987,1325000,20398
4,ROSEDALE,01 ONE FAMILY DWELLINGS                    ,1,13605,28, ,A2,140-19 255TH STREET, ,11422,1,0,1,4000,1125,1955,450000,71397
3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5527,62, ,B3,1939 62ND   STREET, ,11204,2,0,2,1800,1440,1925,900000,29173
1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,819,1343, ,R4,55 WEST 17TH   STREET,1202,10011,1,0,1, -  , -  ,2015,1909218,2759
4,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS            ,2,4981,1020, ,R4,141-52 33RD   AVENUE,7B,11354,1,0,1, -  , -  ,2012,499000,58042
3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5587,68, ,B1,1017 41ST STREET, ,11219,2,0,2,2504,2598,1950,1500000,29216
4,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,8960,14, ,A1,91-06 81ST   STREET, ,11421,1,0,1,2500,1800,1960,393750,75385
1,UPPER WEST SIDE (59-79),45 CONDO HOTELS                            ,4,1138,1519, ,RH,155 WEST 66TH STREET,333,10023,0,0,1, -  , -  ,0,190000,16449
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8279,27, ,A1,1517 EAST 95TH   STREET, ,11236,1,0,1,2999,1120,1920,468000,32255
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,797,1726, ,R4,140 WEST 22ND   STREET,6A,10011,1,0,1, -  , -  ,1911,1760000,774
5,NEW SPRINGVILLE,01 ONE FAMILY DWELLINGS                    ,1,2373,17, ,A5,35 BRAISTED AVENUE, ,10314,1,0,1,2500,1410,1980,610000,80799
1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,1953,1410, ,R4,362 WEST 127TH STREET,4B,10027,1,0,1, -  , -  ,2015,572765,5430
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,7986,40, ,A1,89-24 239TH ST, ,11426,1,0,1,3000,1575,1925,311633,52305
4,HAMMELS,03 THREE FAMILY DWELLINGS                  ,1,16124,4, ,C0,2-14 BEACH 91 STREET, ,11693,3,0,3,2500,3600,2002,699000,62115
4,CORONA,10 COOPS - ELEVATOR APARTMENTS             ,2,1964,1, ,D4,"59-30 108TH STREET, 2M", ,11368,0,0,0, -  , -  ,1965,110000,53960
1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1570,12, ,D4,"417 EAST 90TH STREET, 8H", ,10128,0,0,0, -  , -  ,1985,516000,14251
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10656,135, ,A1,89-02 VANDERVEER STREET, ,11427,1,0,1,2352,1325,1930,420000,68719
5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,1,1631,55, ,A9,118 GAULDY AVENUE, ,10314,1,0,1,1350,1080,1987,330000,76784
4,ROSEDALE,01 ONE FAMILY DWELLINGS                    ,1,13598,25, ,A5,140-17 246TH STREET, ,11422,1,0,1,1750,904,1920,235000,71394
3,CYPRESS HILLS,02 TWO FAMILY DWELLINGS                    ,1,4109,32, ,B2,39 LINCOLN AVENUE, ,11208,2,0,2,2450,2320,1901,805000,34954
2,CASTLE HILL/UNIONPORT,01 ONE FAMILY DWELLINGS                    ,1,3528,7, ,A1,500 WHITE PLAINS ROAD, ,10473,1,0,1,3850,1264,1930,220000,19445
1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1565,17, ,D4,"435 EAST 85TH STREET, 1-O", ,10028,0,0,0, -  , -  ,1958,379000,14205
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1418, ,R4,51 JAY STREET,1R,11201,1,0,1,0,0,1905,3503000,35235
3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS                  ,1,1824,52, ,C0,409 PUTNAM, ,11216,3,0,3,1500,3360,1915,1555000,27160
4,BAYSIDE,01 ONE FAMILY DWELLINGS                    ,1,6077,18, ,A5,34-22 JORDAN STREET, ,11358,1,0,1,1945,970,1930,730000,50958
4,ASTORIA,10 COOPS - ELEVATOR APARTMENTS             ,2,579,18, ,D4,"31-85 CRESCENT STREET, 402", ,11106,0,0,0, -  , -  ,1960,496860,50362
3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS                  ,1,1620,48, ,C0,162 STUYVESANT AVENUE, ,11221,3,0,3,1950,3804,1899,1300000,27010
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1455, ,R4,389 EAST 89TH   STREET,32D,10128,1,0,1, -  , -  ,2002,1952698,14820
4,OAKLAND GARDENS,04 TAX CLASS 1 CONDOS                      ,1A,7621,1038, ,R3,219-65 67TH   AVENUE, ,11364,1,0,1, -  , -  ,0,590000,67740
1,TRIBECA,10 COOPS - ELEVATOR APARTMENTS             ,2,179,17, ,D0,"90 HUDSON STREET, 7A", ,10013,0,0,0, -  , -  ,1915,2725000,11042
3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,1928,1403, ,R1,215 SKILLMAN STREET,2A,11205,1,0,1,0,0,2016,712775,27748
4,GLENDALE,01 ONE FAMILY DWELLINGS                    ,1,3715,1, ,A9,77-11 62ND   STREET, ,11385,1,0,1,1600,1232,1920,600000,61661
4,ROSEDALE,01 ONE FAMILY DWELLINGS                    ,1,13683,49, ,A2,259-16 147TH   ROAD, ,11422,1,0,1,4200,1125,1955,495000,71429
2,PARKCHESTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,3944,4700, ,R4,9 METROPOLITAN OVAL,1C,10462,1,0,1,0,0,0,112000,22309
3,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS                    ,1,4598,52, ,S1,1049 RUTLAND ROAD, ,11212,1,1,2,2000,2000,1931,875000,38737
2,WILLIAMSBRIDGE,01 ONE FAMILY DWELLINGS                    ,1,4844,28, ,A5,721 EAST 230 STREET, ,10466,1,0,1,1800,1260,1955,165000,24881
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,1,9295,35, ,A1,104-59 90TH AVENUE, ,11418,1,0,1,3300,1710,1910,639000,69978
5,TODT HILL,01 ONE FAMILY DWELLINGS                    ,1,867,24, ,A3,81 BENEDICT ROAD, ,10304,1,0,1,11217,6517,2002,10,83145
1,KIPS BAY,17 CONDO COOPS                             ,2,945,1003, ,R9,"300 EAST 40TH STREET, 28J", ,10016,0,0,0, -  , -  ,0,1200000,6673
1,GRAMERCY,17 CONDO COOPS                             ,2,903,1127, ,R9,"235 EAST 22ND   STREET, 8L", ,10010,0,0,0, -  , -  ,1931,955000,3504
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2136,51, ,D4,"103-25 68TH AVENUE, 4R", ,11375,0,0,0, -  , -  ,1953,488000,60432
3,CYPRESS HILLS,02 TWO FAMILY DWELLINGS                    ,1,4150,52, ,B2,304 NICHOLS AVENUE, ,11208,2,0,2,1750,1664,1910,10,35033
4,SOUTH OZONE PARK,02 TWO FAMILY DWELLINGS                    ,1,11668,3, ,B3,12408 115 AVENUE, ,11420,2,0,2,4000,1229,1920,650000,73195
2,CITY ISLAND,01 ONE FAMILY DWELLINGS                    ,1,5629,220, ,A5,100 HAWKINS STREET, ,10464,1,0,1,2513,1782,1965,467000,19635
2,MORRISANIA/LONGWOOD,08 RENTALS - ELEVATOR APARTMENTS           ,2,2612,58, ,D7,1229 FRANKLIN AVENUE, ,10456,56,6,62,15058,68722,1928,12000000,21551
3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,217,1, ,D4,"75 HENRY STREET, 12L", ,11201,0,0,0,0,0,1967,900000,30769
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS                    ,1,351,147, ,A5,29 ARTHUR COURT, ,10310,1,0,1,2040,775,1990,378500,77110
1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1522,1, ,D4,"1185 PARK AVE, 10A", ,10128,0,0,0, -  , -  ,1929,3475000,13934
4,SO. JAMAICA-BAISLEY PARK,02 TWO FAMILY DWELLINGS                    ,1,12005,226, ,B2,116-19 INWOOD STREET, ,11436,2,0,2,4000,2040,1960,699000,72111
1,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS             ,2,117,1, ,D4,"215 PARK ROW, 17G", ,10038,0,0,0, -  , -  ,1960,480000,1134
2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,5788,74, ,D4,"3210 ARLINGTON AVENUE, 5A", ,10463,0,0,0,0,0,1955,205000,22955
4,WOODSIDE,10 COOPS - ELEVATOR APARTMENTS             ,2,1226,1, ,D4,"55-05 WOODSIDE AVE, 217", ,11377,0,0,0, -  , -  ,1956,147900,75962
3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,253,57, ,D4,"70 REMSEN STREET, 7D", ,11201,0,0,0,0,0,1928,385000,30873
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,1,10089,3, ,A1,106-43 SUTPHIN BLVD, ,11435,1,0,1,2300,1252,1920,226000,72314
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4832,27, ,B9,4116 LOWERRE PLACE, ,10466,2,0,2,1610,2705,1960,270000,25019
2,FORDHAM,33 EDUCATIONAL FACILITIES                  ,4,3186,49, ,W1,2246 JEROME AVENUE, ,10453,0,1,1,16700,33400,1927,9440662,20220
4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15785,37, ,B2,25-14 FAR ROCKAWAY BLVD, ,11691,2,0,2,3145,2150,1999,1000,55623
1,FASHION,10 COOPS - ELEVATOR APARTMENTS             ,2,837,40, ,D0,"372 FIFTH AVENUE, 6K", ,10001,0,0,0, -  , -  ,1928,470000,1993
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,47,1025, ,R4,10-55 47TH AVENUE,5A,11101,1,0,1, -  , -  ,1920,835000,66367
3,MANHATTAN BEACH,01 ONE FAMILY DWELLINGS                    ,1,8732,13, ,S0,177A WEST END AVENUE, ,11235,1,2,3,2495,1476,1920,840000,41678
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,767,1235, ,R4,201 WEST 17TH STREET,PH-F,10011,1,0,1, -  , -  ,0,5250000,658
4,COLLEGE POINT,01 ONE FAMILY DWELLINGS                    ,1,3979,27, ,A9,9-12 130TH STREET, ,11356,1,0,1,2500,923,1920,470000,53005
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,4245,14, ,B2,259 MILFORD STREET, ,11208,2,0,2,2000,2860,2004,580000,36624
3,WILLIAMSBURG-NORTH,13 CONDOS - ELEVATOR APARTMENTS            ,2,2340,1167, ,R4,1 NORTH PIER,12C,11211,1,0,1,0,0,2007,999000,48435
1,WASHINGTON HEIGHTS UPPER,10 COOPS - ELEVATOR APARTMENTS             ,2,2179,1, ,D4,"875 WEST 181ST STREET, 4H", ,10033,0,0,0, -  , -  ,1917,290000,18106
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,10950,151, ,A1,190-15 111TH ROAD, ,11412,1,0,1,3242,1291,1930,450000,74053
4,DOUGLASTON,10 COOPS - ELEVATOR APARTMENTS             ,2,8100,2, ,D4,"42-30 DOUGLASTON PARKWAY, 2H", ,11363,0,0,0, -  , -  ,1964,215000,54320
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,601,1081, ,R4,421 HUDSON STREET,506,10014,1,0,1, -  , -  ,1920,3520000,4490
3,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS                    ,1,1772,8, ,A9,173 TOMPKINS AVE, ,11206,1,0,1,2400,1320,1910,1295000,26501
4,REGO PARK,10 COOPS - ELEVATOR APARTMENTS             ,2,2086,50, ,D4,"98-05 63 ROAD, 2D", ,11374,0,0,0, -  , -  ,1955,302000,69435
3,FLATLANDS,10 COOPS - ELEVATOR APARTMENTS             ,2,7776,26, ,D4,"1270 EAST 51ST   STREET, 2R", ,11234,0,0,0,0,0,1966,207150,39333
3,BAY RIDGE,10 COOPS - ELEVATOR APARTMENTS             ,2,5904,2, ,D4,"7259 SHORE ROAD, 5A", ,11209,0,0,0,0,0,1955,155000,26190
1,HARLEM-CENTRAL,08 RENTALS - ELEVATOR APARTMENTS           ,2,1737,25, ,D3,2300 5 AVENUE, ,10037,771,0,771,189025,555954,1959,5020000,5006
4,JACKSON HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,1445,16, ,A5,34-20 85TH STREET, ,11372,1,0,1,3142,1724,1930,1299000,63647
1,UPPER EAST SIDE (79-96),09 COOPS - WALKUP APARTMENTS               ,2,1533,13, ,C6,"227 EAST 87TH STREET, 1D", ,10128,0,0,0, -  , -  ,1920,486000,13523
3,GRAVESEND,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,6603,1004, ,R1,1552 WEST 3RD   STREET,2B,11204,1,0,1,0,0,2006,860000,40551
1,UPPER WEST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1247,47, ,D4,"328 WEST 86TH STREET, 1A", ,10024,0,0,0, -  , -  ,1924,1150000,16985
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5355,1, ,D4,"310 BEVERLY ROAD, 5F", ,11218,0,0,0,0,0,1961,481000,43530
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1170,23, ,D4,"215 WEST 78TH STREET, 5D", ,10024,0,0,0, -  , -  ,1926,1200000,15433
1,MIDTOWN WEST,10 COOPS - ELEVATOR APARTMENTS             ,2,1026,26, ,D4,"205 WEST 54TH, 10B", ,10019,0,0,0, -  , -  ,1903,540000,8978
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS                  ,1,2448,26, ,C0,1055 MORRIS AVENUE, ,10456,3,0,3,2538,3972,1905,101500,20835
4,JAMAICA,03 THREE FAMILY DWELLINGS                  ,1,9700,42, ,C0,139-35 87TH ROAD, ,11435,3,0,3,2500,1800,1925,619000,64648
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,1,5507,231, ,A5,19 MARIA LANE, ,10312,1,0,1,775,1240,1990,361000,78761
